Time (seconds),Lock,Running Time,Light,Acceleration x,Acceleration y,Acceleration z
18.54,18513119,18513148,137,-32,20,-1036
18.57,18513119,18576797,137,-24,20,-1036
18.58,18513119,18580870,137,-24,20,-1036
18.58,18513119,18584877,137,-28,16,-1040
18.58,18513119,18588804,138,-28,16,-1040
18.61,18513119,18612775,138,-32,20,-1036
18.61,18513119,18616871,138,-32,20,-1036
18.62,18513119,18620787,138,-32,20,-1036
18.62,18513119,18626956,138,-28,20,-1044
18.63,18513119,18632776,138,-28,20,-1044
18.63,18513119,18636777,138,-28,20,-1044
18.66,18513119,18660860,137,-28,16,-1036
18.66,18513119,18664871,142,-24,16,-1032
18.66,18513119,18668946,142,-24,16,-1032
18.67,18513119,18672806,142,-24,16,-1032
18.67,18513119,18676860,142,-24,16,-1032
18.68,18513119,18680869,142,-24,16,-1032
18.7,18513119,18704775,138,-32,20,-1028
18.7,18513119,18708776,138,-32,20,-1028
18.71,18513119,18712776,138,-32,20,-1028
18.71,18513119,18716801,141,-32,20,-1028
18.72,18513119,18720777,141,-32,20,-1028
18.72,18513119,18724777,141,-24,20,-1044
18.75,18513119,18752804,136,-28,12,-1044
18.75,18513119,18756878,136,-28,12,-1044
18.76,18513119,18760923,136,-28,12,-1044
18.76,18513119,18764865,137,-24,24,-1032
18.76,18513119,18768802,137,-24,24,-1032
18.77,18513119,18772880,137,-24,24,-1032
18.77,18513119,18776922,137,-24,24,-1032
18.8,18513119,18800788,138,-24,16,-1044
18.8,18513119,18807203,138,-24,16,-1040
18.81,18513119,18812786,138,-24,16,-1040
18.81,18513119,18816777,141,-24,16,-1040
18.82,18513119,18820777,141,-24,16,-1040
18.82,18513119,18824777,141,-28,24,-1036
18.84,18513119,18848777,137,-32,20,-1052
18.85,18513119,18852865,137,-32,20,-1052
18.85,18513119,18856880,137,-32,20,-1052
18.86,18513119,18860788,137,-32,20,-1052
18.86,18513119,18865094,137,-28,12,-1036
18.86,18513119,18868869,137,-28,12,-1036
18.89,18513119,18892790,138,-28,16,-1032
18.89,18513119,18896776,138,-28,16,-1032
18.9,18513119,18900776,138,-28,16,-1032
18.9,18513119,18904776,138,-24,24,-1032
18.9,18513119,18908787,138,-24,24,-1032
