Time (seconds),Lock,Running Time,Light,Acceleration x,Acceleration y,Acceleration z
33.42,33393119,33393148,59,-12,24,-1032
33.45,33393119,33456777,67,-20,24,-1036
33.46,33393119,33460798,67,-20,24,-1036
33.46,33393119,33464808,67,-8,20,-1040
33.46,33393119,33468885,68,-8,20,-1040
33.49,33393119,33492782,63,-12,20,-1036
33.5,33393119,33500775,63,-12,20,-1036
33.5,33393119,33504782,63,-8,24,-1048
33.5,33393119,33508776,63,-8,24,-1048
33.51,33393119,33512776,63,-8,24,-1048
33.51,33393119,33516777,67,-8,24,-1048
33.54,33393119,33540775,67,-12,20,-1028
33.54,33393119,33544778,60,-12,24,-1032
33.54,33393119,33548777,60,-12,24,-1032
33.55,33393119,33552759,60,-12,24,-1032
33.55,33393119,33556796,60,-12,24,-1032
33.56,33393119,33560869,60,-12,24,-1032
33.56,33393119,33564877,60,-8,28,-1052
33.58,33393119,33588788,67,-4,24,-1032
33.59,33393119,33592789,61,-4,24,-1032
33.59,33393119,33596792,61,-4,24,-1032
33.6,33393119,33600778,61,-4,24,-1032
33.6,33393119,33604778,61,-12,28,-1024
33.6,33393119,33608778,61,-12,28,-1024
33.63,33393119,33632777,62,-16,28,-1036
33.63,33393119,33636779,62,-16,28,-1036
33.64,33393119,33640779,62,-16,28,-1036
33.64,33393119,33644779,61,-20,24,-1032
33.65,33393119,33648774,61,-20,24,-1032
33.65,33393119,33656863,61,-20,24,-1032
33.66,33393119,33660873,61,-20,24,-1032
33.68,33393119,33684786,60,-16,24,-1044
33.68,33393119,33688787,60,-16,24,-1044
33.69,33393119,33692776,60,-16,24,-1044
33.69,33393119,33696776,60,-16,24,-1044
33.7,33393119,33700777,60,-16,24,-1044
33.7,33393119,33704776,60,-16,24,-1044
33.72,33393119,33728792,62,-8,28,-1044
33.73,33393119,33732777,62,-8,28,-1044
33.73,33393119,33736777,62,-8,28,-1044
33.74,33393119,33740776,62,-8,28,-1044
33.74,33393119,33744857,62,-8,24,-1040
33.74,33393119,33748812,62,-8,24,-1040
33.75,33393119,33752864,62,-8,24,-1040
33.77,33393119,33776779,62,-16,28,-1028
33.78,33393119,33780787,62,-16,28,-1028
33.78,33393119,33784776,62,-16,24,-1028
33.78,33393119,33788777,62,-16,24,-1028
33.79,33393119,33792777,62,-16,24,-1028
33.79,33393119,33796776,62,-16,24,-1028
33.82,33393119,33820799,63,-12,20,-1036
33.82,33393119,33827235,63,-12,28,-1040
33.83,33393119,33832776,63,-12,28,-1040
33.83,33393119,33836777,63,-12,28,-1040
33.84,33393119,33840767,63,-12,28,-1040
33.84,33393119,33844871,59,-12,20,-1028
33.87,33393119,33872938,69,-20,24,-1040
33.87,33393119,33876787,69,-20,24,-1040
33.88,33393119,33880776,69,-20,24,-1040
33.88,33393119,33884776,69,-16,20,-1036
33.88,33393119,33888776,69,-16,20,-1036
33.89,33393119,33892862,61,-16,20,-1036
33.89,33393119,33896776,61,-16,20,-1036
33.92,33393119,33920789,63,-12,24,-1040
33.92,33393119,33924777,63,-16,24,-1036
33.92,33393119,33928779,63,-16,24,-1036
33.93,33393119,33932779,63,-16,24,-1036
33.93,33393119,33936783,63,-16,24,-1036
33.94,33393119,33940794,63,-16,24,-1036
33.96,33393119,33964868,63,-12,32,-1044
33.96,33393119,33968932,60,-12,32,-1044
33.97,33393119,33972787,60,-12,32,-1044
33.97,33393119,33976777,60,-12,32,-1044
33.98,33393119,33980776,60,-12,32,-1044
33.98,33393119,33987203,60,-16,20,-1036
33.99,33393119,33992777,62,-16,20,-1036
34.01,33393119,34016776,62,-8,24,-1044
34.02,33393119,34020780,61,-8,24,-1044
34.02,33393119,34024776,61,-8,24,-1044
34.02,33393119,34028777,61,-12,32,-1040
34.03,33393119,34032798,61,-12,32,-1040
34.03,33393119,34036861,61,-12,32,-1040
34.06,33393119,34060938,61,-16,24,-1032
34.06,33393119,34064787,61,-16,24,-1032
34.06,33393119,34068776,61,-16,28,-1044
34.07,33393119,34072776,61,-16,28,-1044
34.07,33393119,34076778,61,-16,28,-1044
34.08,33393119,34080777,61,-16,28,-1044
34.08,33393119,34084776,61,-16,28,-1044
34.1,33393119,34108776,62,-16,24,-1048
34.11,33393119,34112777,62,-16,24,-1048
34.11,33393119,34116777,62,-16,24,-1048
34.12,33393119,34120768,60,-16,24,-1048
34.12,33393119,34124812,60,-16,24,-1048
34.12,33393119,34128858,60,-12,24,-1032
34.15,33393119,34152928,59,-16,24,-1040
