Time (seconds),Lock,Running Time,Light,Acceleration x,Acceleration y,Acceleration z
22.88,22853118,22853147,96,120,48,-1032
22.91,22853118,22916776,96,120,48,-1036
22.92,22853118,22920776,96,120,48,-1036
22.92,22853118,22924776,95,124,48,-1020
22.92,22853118,22928789,95,124,48,-1020
22.95,22853118,22952937,99,124,32,-1008
22.95,22853118,22956790,99,124,32,-1008
22.96,22853118,22960814,99,124,32,-1028
22.96,22853118,22968928,99,120,48,-1028
22.97,22853118,22972786,99,120,48,-1028
22.97,22853118,22976786,97,120,48,-1028
23,22853118,23000774,103,124,44,-1024
23,22853118,23004787,103,124,44,-1020
23,22853118,23008776,103,124,44,-1020
23.01,22853118,23012797,103,124,44,-1020
23.01,22853118,23016776,103,124,44,-1020
23.02,22853118,23020776,103,124,44,-1020
23.04,22853118,23048919,99,120,44,-1032
23.05,22853118,23052793,99,120,44,-1032
23.05,22853118,23056802,99,120,44,-1032
23.06,22853118,23060862,99,120,44,-1032
23.06,22853118,23064878,99,120,44,-1040
23.06,22853118,23068781,99,120,44,-1040
23.07,22853118,23072786,99,120,44,-1040
23.09,22853118,23096774,104,132,56,-1012
23.1,22853118,23100786,98,132,56,-1012
23.1,22853118,23104828,98,120,48,-1036
23.1,22853118,23108776,98,120,48,-1036
23.11,22853118,23112782,98,120,48,-1036
23.11,22853118,23116776,98,120,48,-1036
23.14,22853118,23140861,99,120,52,-1020
23.14,22853118,23148806,99,128,52,-1020
23.15,22853118,23152855,99,128,52,-1020
23.15,22853118,23156863,99,128,52,-1020
23.16,22853118,23160937,99,128,52,-1020
23.16,22853118,23164787,99,120,56,-1020
23.16,22853118,23168776,99,120,56,-1020
23.19,22853118,23192786,105,116,44,-1032
23.19,22853118,23196777,105,116,44,-1032
23.2,22853118,23200777,104,116,44,-1032
23.2,22853118,23204828,104,124,48,-1032
23.2,22853118,23208777,104,124,48,-1032
23.21,22853118,23212777,104,124,48,-1032
23.23,22853118,23236882,101,124,48,-1028
23.24,22853118,23240783,101,124,48,-1028
23.24,22853118,23245094,101,116,48,-1024
23.24,22853118,23248865,101,116,48,-1024
23.25,22853118,23252918,102,116,48,-1024
23.25,22853118,23256787,102,116,48,-1024
23.28,22853118,23280789,103,124,48,-1032
23.28,22853118,23284776,103,128,44,-1032
23.28,22853118,23288787,103,128,44,-1032
23.29,22853118,23292777,103,128,44,-1032
23.29,22853118,23299230,103,128,44,-1032
23.3,22853118,23304775,101,128,48,-1024
23.32,22853118,23328862,103,124,44,-1020
23.33,22853118,23332880,103,124,44,-1020
23.33,22853118,23336779,103,124,44,-1020
23.34,22853118,23340797,103,124,44,-1020
23.34,22853118,23345124,103,124,52,-1028
23.34,22853118,23348867,103,124,52,-1028
23.35,22853118,23352859,106,124,52,-1028
23.37,22853118,23376774,103,120,48,-1032
23.38,22853118,23380883,103,120,48,-1032
23.38,22853118,23384786,103,128,44,-1016
23.38,22853118,23388782,103,128,44,-1016
23.39,22853118,23392776,103,128,44,-1016
23.39,22853118,23396776,103,128,44,-1016
23.42,22853118,23420814,101,120,44,-1036
23.42,22853118,23424867,103,120,48,-1020
23.42,22853118,23428776,103,120,48,-1020
23.43,22853118,23432795,103,120,48,-1020
23.43,22853118,23436860,103,120,48,-1020
23.44,22853118,23440869,103,120,48,-1020
23.46,22853118,23464774,108,128,44,-1024
23.46,22853118,23468775,108,120,48,-1024
23.47,22853118,23475236,103,120,48,-1024
23.48,22853118,23480778,103,120,48,-1024
23.48,22853118,23484776,103,120,48,-1024
23.48,22853118,23488776,103,132,48,-1024
23.51,22853118,23512804,104,124,44,-1032
23.51,22853118,23516867,104,124,44,-1032
23.52,22853118,23520918,104,124,44,-1032
23.52,22853118,23524790,104,124,44,-1032
23.52,22853118,23528863,104,132,44,-1028
23.53,22853118,23532862,104,132,44,-1028
23.53,22853118,23536870,104,132,44,-1028
23.56,22853118,23560775,102,124,44,-1032
23.56,22853118,23564788,102,124,44,-1032
23.56,22853118,23568775,102,136,52,-1028
23.57,22853118,23572787,102,136,52,-1028
23.57,22853118,23576776,101,136,52,-1028
23.58,22853118,23580776,101,136,52,-1028
23.6,22853118,23604794,110,116,52,-1032
23.6,22853118,23608811,110,124,48,-1028
23.61,22853118,23612862,110,124,48,-1028
23.61,22853118,23616924,110,124,48,-1028
23.62,22853118,23620798,110,124,48,-1028
23.62,22853118,23624805,110,124,48,-1028
23.75,22853118,23755225,103,124,40,-1044
23.76,22853118,23760775,103,124,40,-1044
23.76,22853118,23764775,103,124,40,-1044
23.76,22853118,23768794,103,112,44,-1024
23.77,22853118,23772776,103,112,44,-1024
23.77,22853118,23776874,103,112,44,-1024
23.8,22853118,23800787,103,128,36,-1036
23.8,22853118,23804776,101,128,36,-1036
23.8,22853118,23808862,101,132,52,-1024
23.81,22853118,23812938,101,132,52,-1024
23.81,22853118,23816788,101,132,52,-1024
23.82,22853118,23820804,101,132,52,-1024
23.82,22853118,23824867,101,132,52,-1024
23.84,22853118,23848774,106,120,44,-1020
23.85,22853118,23852775,100,120,44,-1020
23.85,22853118,23856775,100,120,44,-1020
23.86,22853118,23860789,100,120,44,-1020
23.86,22853118,23864783,100,120,44,-1020
23.86,22853118,23868776,100,120,44,-1024
23.89,22853118,23892761,101,132,48,-1016
23.89,22853118,23896795,101,132,48,-1016
23.9,22853118,23900811,101,132,48,-1016
23.9,22853118,23904877,100,132,48,-1016
23.91,22853118,23911377,100,128,40,-1024
23.91,22853118,23916802,100,128,40,-1024
23.94,22853118,23940781,100,124,40,-1032
23.94,22853118,23944775,100,124,40,-1032
23.94,22853118,23948775,100,120,48,-1028
23.95,22853118,23952776,100,120,48,-1028
23.95,22853118,23956786,100,120,48,-1028
23.96,22853118,23960931,100,120,48,-1028
23.98,22853118,23984775,100,128,44,-1024
23.98,22853118,23988763,100,124,44,-1036
23.99,22853118,23992788,100,124,44,-1036
23.99,22853118,23996861,100,124,44,-1036
24,22853118,24000872,100,124,44,-1036
24,22853118,24004776,99,124,44,-1036
24,22853118,24008798,99,112,44,-1028
24.03,22853118,24032777,101,124,52,-1024
24.03,22853118,24036775,101,124,52,-1024
24.04,22853118,24040775,101,124,52,-1024
24.04,22853118,24044775,101,124,52,-1024
24.04,22853118,24048775,101,124,52,-1036
24.05,22853118,24052786,99,124,52,-1036
24.07,22853118,24076774,99,128,48,-1024
24.08,22853118,24080775,97,128,48,-1024
24.08,22853118,24087238,97,128,48,-1024
24.09,22853118,24092856,97,124,52,-1036
24.09,22853118,24096868,97,124,52,-1036
24.1,22853118,24100941,97,124,52,-1036
24.12,22853118,24124774,97,128,48,-1028
24.12,22853118,24128776,97,120,44,-1036
24.13,22853118,24132775,97,120,44,-1036
24.13,22853118,24136776,97,120,44,-1036
24.14,22853118,24140775,97,120,44,-1036
24.14,22853118,24144775,97,120,44,-1036
24.14,22853118,24148786,97,116,48,-1032
24.17,22853118,24172775,100,120,48,-1028
24.17,22853118,24176776,100,120,48,-1028
24.18,22853118,24180769,96,120,48,-1028
24.18,22853118,24184791,96,120,48,-1028
24.18,22853118,24189084,96,124,44,-1032
