Time (seconds),Lock,Running Time,Light,Acceleration x,Acceleration y,Acceleration z
23.5,23473118,23473158,0,-116,64,-1020
23.53,23473118,23536785,0,-112,56,-1028
23.54,23473118,23540776,0,-112,56,-1028
23.54,23473118,23544776,0,-112,56,-1036
23.54,23473118,23548789,0,-112,56,-1036
23.57,23473118,23572859,0,-112,60,-1032
23.57,23473118,23576872,0,-112,60,-1032
23.58,23473118,23580944,0,-112,60,-1032
23.58,23473118,23588817,0,-120,56,-1032
23.59,23473118,23592869,0,-120,56,-1032
23.59,23473118,23596933,0,-120,56,-1032
23.62,23473118,23620774,0,-116,56,-1024
23.62,23473118,23624777,0,-112,52,-1028
23.62,23473118,23628786,0,-112,52,-1028
23.63,23473118,23632815,0,-112,52,-1028
23.63,23473118,23636776,0,-112,52,-1028
23.64,23473118,23640776,0,-112,52,-1028
23.64,23473118,23644776,0,-112,60,-1036
23.66,23473118,23668876,0,-116,52,-1028
23.67,23473118,23672928,0,-116,52,-1028
23.67,23473118,23676805,0,-116,52,-1028
23.68,23473118,23680812,0,-116,52,-1028
23.68,23473118,23684865,0,-116,60,-1012
23.68,23473118,23688926,0,-116,60,-1012
23.71,23473118,23712774,0,-120,64,-1024
23.71,23473118,23716775,0,-120,64,-1024
23.72,23473118,23720786,0,-120,64,-1024
23.72,23473118,23724868,0,-116,60,-1032
23.72,23473118,23728776,0,-116,60,-1032
23.73,23473118,23732782,0,-116,60,-1032
23.75,23473118,23756788,0,-124,52,-1036
23.76,23473118,23764867,0,-116,52,-1024
23.76,23473118,23768942,0,-116,52,-1024
23.77,23473118,23772793,0,-116,52,-1024
23.77,23473118,23776855,0,-116,52,-1024
23.78,23473118,23780862,0,-116,52,-1024
23.78,23473118,23784936,0,-112,52,-1024
23.8,23473118,23808789,0,-116,60,-1028
23.81,23473118,23812775,0,-116,60,-1028
23.81,23473118,23816786,0,-116,60,-1028
23.82,23473118,23820787,0,-116,60,-1028
23.82,23473118,23824781,0,-120,56,-1024
23.82,23473118,23828776,0,-120,56,-1024
23.85,23473118,23852806,0,-112,60,-1032
23.85,23473118,23856865,0,-112,60,-1032
23.86,23473118,23860879,0,-112,60,-1032
23.86,23473118,23865055,0,-120,60,-1028
23.86,23473118,23868794,0,-120,60,-1028
23.87,23473118,23872867,0,-120,60,-1028
23.87,23473118,23876873,0,-120,60,-1028
23.9,23473118,23900774,0,-116,56,-1032
23.9,23473118,23904775,0,-116,56,-1028
23.9,23473118,23908941,0,-116,56,-1028
23.91,23473118,23912786,0,-116,56,-1028
23.92,23473118,23920775,0,-116,56,-1028
23.92,23473118,23924811,0,-108,64,-1024
23.94,23473118,23948788,0,-116,56,-1044
23.95,23473118,23952815,0,-116,56,-1044
23.95,23473118,23956868,0,-116,56,-1044
23.96,23473118,23960929,0,-116,56,-1044
23.96,23473118,23965088,0,-120,60,-1036
23.96,23473118,23968859,0,-120,60,-1036
23.99,23473118,23996775,0,-116,56,-1032
24,23473118,24000794,0,-116,56,-1032
24,23473118,24004775,0,-112,52,-1032
24,23473118,24008793,0,-112,52,-1032
24.01,23473118,24012776,0,-112,52,-1032
24.01,23473118,24016776,0,-112,52,-1032
24.02,23473118,24020776,0,-112,52,-1032
24.04,23473118,24044884,0,-108,56,-1016
24.04,23473118,24048776,0,-108,56,-1016
24.05,23473118,24052939,0,-108,56,-1016
