Time (seconds),Lock,Running Time,Light,Acceleration x,Acceleration y,Acceleration z
70.39,70393118,70393148,0,-124,48,-1024
70.46,70393118,70465639,0,-120,40,-1036
70.47,70393118,70477559,0,-120,40,-1036
70.48,70393118,70486220,0,-124,44,-1028
70.49,70393118,70497778,0,-124,44,-1028
70.54,70393118,70545744,0,-124,48,-1028
70.55,70393118,70553469,0,-124,48,-1028
70.56,70393118,70562130,0,-132,48,-1032
70.57,70393118,70573528,0,-132,48,-1032
70.58,70393118,70582201,0,-120,44,-1036
70.59,70393118,70593752,0,-120,44,-1036
70.64,70393118,70641917,0,-124,44,-1032
70.65,70393118,70653817,0,-124,44,-1032
70.66,70393118,70665494,0,-128,48,-1044
70.67,70393118,70673469,0,-128,48,-1044
70.68,70393118,70682152,0,-120,40,-1024
70.69,70393118,70693753,0,-120,40,-1024
70.7,70393118,70702418,0,-128,44,-1036
70.75,70393118,70753815,0,-124,40,-1020
70.76,70393118,70765492,0,-124,48,-1028
70.77,70393118,70773469,0,-124,48,-1028
70.78,70393118,70781469,0,-120,44,-1032
70.79,70393118,70793752,0,-120,44,-1032
70.8,70393118,70802418,0,-124,44,-1016
70.85,70393118,70853815,0,-124,56,-1024
70.86,70393118,70865509,0,-124,48,-1028
70.87,70393118,70873469,0,-124,48,-1028
70.88,70393118,70881469,0,-120,44,-1024
70.89,70393118,70893762,0,-120,44,-1024
70.9,70393118,70901469,0,-120,52,-1024
70.95,70393118,70953837,0,-120,40,-1036
70.96,70393118,70965500,0,-120,44,-1028
70.97,70393118,70973469,0,-120,44,-1028
70.98,70393118,70981469,0,-120,44,-1024
70.99,70393118,70993771,0,-120,44,-1024
71,70393118,71001469,0,-136,40,-1032
71.01,70393118,71013487,0,-136,40,-1032
71.06,70393118,71061956,0,-124,44,-1024
71.07,70393118,71073563,0,-124,44,-1024
71.08,70393118,71081469,0,-116,44,-1020
71.09,70393118,71093762,0,-116,44,-1020
71.1,70393118,71101469,0,-128,52,-1032
71.11,70393118,71113492,0,-128,52,-1032
71.16,70393118,71165758,0,-128,44,-1036
71.17,70393118,71173958,0,-128,44,-1036
71.18,70393118,71185613,0,-116,48,-1028
71.19,70393118,71193470,0,-116,48,-1028
71.2,70393118,71201470,0,-116,48,-1028
71.21,70393118,71213630,0,-116,44,-1020
71.22,70393118,71221464,0,-116,44,-1020
71.27,70393118,71269469,0,-120,48,-1016
71.27,70393118,71277469,0,-120,48,-1016
71.28,70393118,71286150,0,-120,44,-1012
71.29,70393118,71297914,0,-120,44,-1012
71.31,70393118,71309497,0,-132,44,-1036
71.31,70393118,71317454,0,-132,44,-1036
71.36,70393118,71365796,0,-116,48,-1040
71.37,70393118,71373475,0,-116,48,-1040
71.38,70393118,71381469,0,-116,48,-1040
71.39,70393118,71390142,0,-120,44,-1024
71.4,70393118,71401967,0,-120,44,-1024
71.41,70393118,71413552,0,-116,48,-1020
71.46,70393118,71461536,0,-120,44,-1024
71.47,70393118,71470214,0,-124,44,-1036
71.48,70393118,71481745,0,-124,44,-1036
71.49,70393118,71490425,0,-120,48,-1024
71.5,70393118,71501954,0,-120,48,-1024
71.51,70393118,71513540,0,-128,52,-1036
71.52,70393118,71521472,0,-128,52,-1036
71.57,70393118,71569886,0,-124,44,-1040
71.58,70393118,71581747,0,-124,44,-1032
71.59,70393118,71593483,0,-120,48,-1032
71.6,70393118,71601469,0,-120,48,-1032
71.61,70393118,71610132,0,-124,40,-1036
71.62,70393118,71621622,0,-124,40,-1036
71.67,70393118,71669719,0,-124,36,-1028
71.67,70393118,71677469,0,-124,36,-1028
71.68,70393118,71685492,0,-120,44,-1032
71.69,70393118,71697918,0,-120,44,-1032
71.71,70393118,71709532,0,-128,52,-1020
71.71,70393118,71717469,0,-128,52,-1020
71.72,70393118,71725727,0,-124,52,-1028
71.77,70393118,71777751,0,-124,48,-1020
71.78,70393118,71785469,0,-128,48,-1028
71.79,70393118,71797956,0,-128,48,-1028
71.81,70393118,71809539,0,-112,48,-1028
71.81,70393118,71817474,0,-112,48,-1028
71.82,70393118,71825729,0,-120,44,-1032
71.87,70393118,71877753,0,-124,40,-1020
71.88,70393118,71885469,0,-128,44,-1032
71.89,70393118,71897478,0,-128,44,-1032
71.9,70393118,71905471,0,-128,44,-1032
71.91,70393118,71914176,0,-124,40,-1016
71.93,70393118,71925751,0,-124,44,-1040
71.97,70393118,71977768,0,-120,48,-1028
71.98,70393118,71985469,0,-120,48,-1028
71.99,70393118,71994201,0,-116,44,-1024
72,70393118,72005516,0,-116,44,-1024
72.01,70393118,72014198,0,-120,44,-1028
72.02,70393118,72025737,0,-120,44,-1028
72.03,70393118,72034421,0,-116,44,-1032
72.18,70393118,72185871,0,-124,40,-1028
72.19,70393118,72197483,0,-120,44,-1032
72.2,70393118,72205469,0,-120,44,-1032
72.21,70393118,72214163,0,-120,40,-1040
72.22,70393118,72225756,0,-120,40,-1040
72.23,70393118,72234434,0,-124,48,-1012
72.28,70393118,72285884,0,-116,48,-1028
72.29,70393118,72297492,0,-124,40,-1028
72.3,70393118,72305465,0,-124,40,-1028
72.31,70393118,72314159,0,-124,48,-1028
72.32,70393118,72325798,0,-124,48,-1028
72.33,70393118,72334475,0,-120,52,-1028
72.34,70393118,72345509,0,-120,52,-1028
72.39,70393118,72397500,0,-120,48,-1024
72.4,70393118,72405469,0,-120,48,-1024
72.41,70393118,72414133,0,-128,48,-1012
72.42,70393118,72425797,0,-128,48,-1012
72.43,70393118,72434460,0,-128,48,-1040
72.44,70393118,72445523,0,-128,48,-1040
72.49,70393118,72493756,0,-120,48,-1040
72.5,70393118,72501446,0,-120,48,-1040
72.51,70393118,72509674,0,-128,48,-1036
72.52,70393118,72521804,0,-128,48,-1036
72.53,70393118,72533949,0,-108,44,-1036
72.54,70393118,72545544,0,-108,44,-1036
72.59,70393118,72593749,0,-128,44,-1036
72.6,70393118,72601469,0,-128,44,-1036
72.61,70393118,72609721,0,-124,44,-1036
72.62,70393118,72621833,0,-124,44,-1036
72.63,70393118,72633500,0,-120,52,-1024
72.64,70393118,72641469,0,-120,52,-1024
72.65,70393118,72649469,0,-128,44,-1032
72.7,70393118,72701654,0,-116,44,-1036
72.71,70393118,72709469,0,-116,44,-1036
72.71,70393118,72718142,0,-116,44,-1032
72.73,70393118,72729496,0,-116,44,-1032
72.73,70393118,72738202,0,-124,48,-1032
72.75,70393118,72749667,0,-124,48,-1032
72.8,70393118,72797606,0,-128,44,-1036
72.81,70393118,72809738,0,-128,44,-1036
72.81,70393118,72818437,0,-116,52,-1024
72.83,70393118,72829507,0,-116,52,-1024
72.83,70393118,72838201,0,-120,48,-1028
72.85,70393118,72849669,0,-120,48,-1028
72.85,70393118,72858338,0,-128,40,-1028
72.91,70393118,72909770,0,-124,36,-1024
72.91,70393118,72918425,0,-116,48,-1028
72.93,70393118,72929515,0,-116,48,-1028
72.93,70393118,72938198,0,-120,48,-1024
72.95,70393118,72949709,0,-120,48,-1024
72.95,70393118,72958375,0,-120,52,-1028
73.01,70393118,73009783,0,-120,44,-1036
73.01,70393118,73018453,0,-128,44,-1036
73.03,70393118,73029508,0,-128,44,-1036
73.03,70393118,73038206,0,-116,44,-1016
73.05,70393118,73049697,0,-116,44,-1016
73.05,70393118,73058374,0,-116,48,-1028
73.11,70393118,73109772,0,-116,40,-1032
73.11,70393118,73118432,0,-120,48,-1024
73.13,70393118,73129504,0,-120,48,-1024
73.13,70393118,73138194,0,-128,52,-1020
73.15,70393118,73149729,0,-128,52,-1032
73.16,70393118,73161469,0,-116,44,-1032
73.17,70393118,73169473,0,-116,44,-1032
73.22,70393118,73221948,0,-120,40,-1036
73.23,70393118,73234444,0,-120,48,-1016
73.24,70393118,73245653,0,-120,48,-1016
73.25,70393118,73253473,0,-120,40,-1036
73.26,70393118,73265871,0,-120,40,-1036
73.27,70393118,73277490,0,-124,48,-1044
73.33,70393118,73329947,0,-120,48,-1048
73.34,70393118,73341592,0,-120,48,-1032
73.35,70393118,73349469,0,-120,48,-1032
73.35,70393118,73358193,0,-124,52,-1040
73.37,70393118,73369904,0,-124,52,-1040
73.38,70393118,73381495,0,-116,48,-1036
73.38,70393118,73389443,0,-116,48,-1036
73.43,70393118,73437789,0,-120,36,-1028
73.44,70393118,73445472,0,-120,36,-1028
73.45,70393118,73453472,0,-116,52,-1024
73.46,70393118,73465884,0,-116,52,-1024
73.47,70393118,73477849,0,-128,44,-1028
73.49,70393118,73489593,0,-128,44,-1028
73.53,70393118,73537760,0,-116,40,-1040
73.54,70393118,73545472,0,-116,40,-1040
73.55,70393118,73557654,0,-128,44,-1032
73.56,70393118,73565469,0,-128,44,-1032
73.57,70393118,73573472,0,-128,44,-1032
73.58,70393118,73582130,0,-120,48,-1032
73.63,70393118,73633531,0,-116,52,-1036
73.64,70393118,73642200,0,-116,40,-1032
73.65,70393118,73653748,0,-116,40,-1032
73.66,70393118,73662418,0,-128,44,-1032
73.67,70393118,73673968,0,-128,44,-1032
73.68,70393118,73685549,0,-120,48,-1036
73.69,70393118,73693470,0,-120,48,-1036
73.74,70393118,73741469,0,-128,44,-1016
73.75,70393118,73749473,0,-128,44,-1016
73.75,70393118,73758185,0,-120,56,-1036
73.77,70393118,73769981,0,-120,56,-1036
73.78,70393118,73781535,0,-120,44,-1036
73.79,70393118,73789469,0,-120,44,-1036
73.97,70393118,73969923,0,-128,48,-1028
73.98,70393118,73981515,0,-116,40,-1032
73.99,70393118,73989469,0,-116,40,-1032
73.99,70393118,73998666,0,-116,56,-1036
74.01,70393118,74009828,0,-116,56,-1036
74.02,70393118,74021493,0,-120,48,-1028
74.03,70393118,74033586,0,-120,48,-1028
74.08,70393118,74081774,0,-124,44,-1020
74.09,70393118,74089469,0,-124,44,-1020
74.09,70393118,74098666,0,-120,48,-1032
74.11,70393118,74109843,0,-120,48,-1032
74.12,70393118,74121492,0,-120,44,-1032
74.13,70393118,74129675,0,-120,44,-1032
74.17,70393118,74177576,0,-132,44,-1036
74.19,70393118,74189653,0,-132,44,-1036
74.19,70393118,74197469,0,-120,40,-1040
74.21,70393118,74209874,0,-120,40,-1040
74.22,70393118,74221508,0,-128,48,-1040
74.23,70393118,74229472,0,-128,48,-1040
74.27,70393118,74277490,0,-128,48,-1016
74.29,70393118,74289647,0,-128,48,-1016
74.29,70393118,74297469,0,-128,44,-1036
74.31,70393118,74309872,0,-120,44,-1036
74.32,70393118,74321493,0,-116,40,-1028
74.33,70393118,74329473,0,-116,40,-1028
74.33,70393118,74337469,0,-116,40,-1028
74.38,70393118,74385609,0,-112,48,-1040
74.39,70393118,74393469,0,-112,48,-1040
74.4,70393118,74402136,0,-120,36,-1040
74.41,70393118,74413946,0,-120,36,-1040
74.42,70393118,74425541,0,-124,48,-1028
74.43,70393118,74433469,0,-124,48,-1028
74.48,70393118,74481793,0,-128,52,-1032
74.49,70393118,74489469,0,-128,52,-1032
74.49,70393118,74497759,0,-128,52,-1032
74.5,70393118,74506417,0,-124,52,-1040
74.51,70393118,74517510,0,-124,52,-1040
74.52,70393118,74526194,0,-132,48,-1036
74.53,70393118,74537689,0,-132,48,-1036
74.58,70393118,74585660,0,-116,44,-1020
74.59,70393118,74593469,0,-116,44,-1020
74.6,70393118,74602129,0,-124,48,-1020
74.61,70393118,74613503,0,-124,48,-1020
74.62,70393118,74622198,0,-124,40,-1036
74.63,70393118,74633686,0,-124,40,-1036
74.68,70393118,74681883,0,-120,48,-1028
74.69,70393118,74693793,0,-120,48,-1028
74.7,70393118,74702455,0,-132,48,-1032
74.71,70393118,74713485,0,-132,48,-1032
74.72,70393118,74722192,0,-120,48,-1032
74.73,70393118,74733703,0,-120,48,-1032
74.78,70393118,74782626,0,-120,44,-1024
74.79,70393118,74793799,0,-120,44,-1024
74.8,70393118,74802461,0,-124,52,-1040
74.81,70393118,74813514,0,-124,52,-1040
74.82,70393118,74821469,0,-128,48,-1036
74.83,70393118,74833750,0,-128,48,-1036
74.84,70393118,74841469,0,-120,52,-1036
74.89,70393118,74893826,0,-124,44,-1036
74.9,70393118,74905480,0,-124,44,-1032
74.91,70393118,74913469,0,-124,44,-1032
74.92,70393118,74921469,0,-116,44,-1020
74.93,70393118,74933742,0,-116,44,-1020
74.94,70393118,74941470,0,-128,44,-1028
74.99,70393118,74997877,0,-128,48,-1040
75.01,70393118,75009511,0,-120,48,-1016
75.01,70393118,75017469,0,-120,48,-1016
75.02,70393118,75026198,0,-128,44,-1020
75.03,70393118,75037796,0,-128,44,-1020
75.04,70393118,75046467,0,-132,40,-1024
75.05,70393118,75057492,0,-132,40,-1024
75.1,70393118,75106203,0,-116,44,-1016
